Genus	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;Beltraniella	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	15	10	0	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	3	2	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Coniocessia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Dinemasporium	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Microdochium	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	3	3	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	7	1	0	7	0	0	0	0	0	0	0	0	7	0	0	0	4	1	0	0	0	6	0	0	3	0	0	0	0	0	0	14	0	0	0	0	4	0	0	0	0	22	0	1	0	0	0	1	0	3	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis;Monographella	3	0	0	0	0	10	16	70	1256	7	0	0	0	0	0	0	0	10	3	0	2	17	66	15	3	0	0	0	9	35	12	0	31	0	2	7	1	1	0	0	1	10	0	23	55	0	44	0	6	0	1	1	3	0	1	0	8	6	0	0	39	0	0	0	5	1	10	7	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	12	0	0	3	0	16	0	1	0	17	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;?	18	0	1	1	12	77	72	8	15	24	10	177	2	0	0	2	6	14	56	67	269	54	42	286	23	4	0	0	20	14	78	93	94	4	21	220	8	39	0	0	21	23	55	41	2188	503	362	0	12818	0	10	15	27	0	39	8	1717	173	3	3	24	0	0	5	42	16	119	141	310	123	3	66	43	0	0	0	3	1	6	5	142	377	1	0	13	0	0	0	17	36	5	40	102	195	3	80	0	128	0	35	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Ascotricha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Hypoxylon	1	0	0	0	3	9	0	1	0	0	0	5	3	0	0	0	0	21	6	0	48	0	5	0	2	0	0	1	0	12	11	0	34	0	0	42	0	0	0	0	3	16	20	0	133	0	30	0	7	0	2	0	14	0	6	0	55	57	0	0	9	0	0	0	10	1	5	1	2	0	0	0	1	0	0	0	10	0	0	0	0	184	0	0	51	0	0	0	9	1	2	0	0	28	0	1	0	8	0	2	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Muscodor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Virgaria	24	0	0	0	1	1	0	3	1	2	32	26	0	0	0	0	9	8	7	0	161	9	101	27	6	0	0	0	6	0	37	0	9	0	25	58	5	0	0	0	6	1	6	0	1	0	67	0	0	0	1	0	16	0	9	1	39	218	0	45	7	0	0	3	21	1	4	0	0	687	0	16	3	0	0	0	6	0	0	0	1	36	0	0	3	0	0	0	17	0	0	16	0	58	0	7	0	8	0	6	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria	3	0	2	0	2	2	0	0	0	0	198	46	0	0	0	0	8	14	46	4	119	1	116	51	0	1	0	0	19	13	75	1	82	3	6	130	3	0	0	0	1	18	34	18	2	68	92	0	0	0	3	5	21	2	10	0	196	99	1	1	3	0	0	1	17	6	3	3	1	124	0	102	3	0	0	0	9	1	5	0	38	401	0	0	19	4	0	0	20	0	0	14	89	115	0	4	0	17	0	11	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;unidentified	2	0	0	0	0	14	0	0	0	0	39	22	1	0	0	0	0	4	5	6	59	0	170	0	3	0	0	0	1	5	5	0	7	26	0	69	1	0	0	0	1	16	22	0	0	20	108	0	1	0	4	0	2	0	3	11	21	16	0	1	0	0	0	0	25	15	1	0	1	5	0	43	0	0	0	0	0	0	0	0	9	239	0	0	0	1	0	0	8	0	0	0	0	57	0	2	0	7	0	3	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;unidentified;?	0	0	1	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	17	0	9	0	13	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;unidentified;unidentified	12	0	0	0	2	23	0	0	1	1	0	0	34	0	0	0	1	15	3	0	0	0	54	1	12	0	0	1	27	10	23	0	1	0	1	9	13	0	0	0	5	33	79	0	0	0	12	0	4	0	0	0	9	0	19	1	0	0	1	0	7	0	0	0	5	3	10	0	1	0	1	0	23	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	9	0	0	0	2	53	0	0	0	1	0	2	0
Fungi;Ascomycota;Sordariomycetes;unidentified;?;?	43	0	0	0	5	218	82	128	59	0	1	28	6	19	0	0	686	446	20	100	0	31	168	53	39	12	0	2	1	152	35	458	969	1	0	4	143	0	0	2	40	28	4	0	3	0	16	1	5	0	0	3	56	0	6	0	1224	19	18	30	17	0	0	0	44	43	200	75	3	24	4	69	8	0	0	0	1795	1	801	74	5	143	0	0	29	0	0	0	384	1	2	1	5	64	1	7	0	115	0	21	0
Fungi;Ascomycota;Sordariomycetes;unidentified;unidentified;?	8	0	0	0	0	0	29	0	0	6	0	0	2	0	0	0	1	3	0	0	0	0	33	0	6	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	13	0	2	0	0	0	7	0	5	0	0	0	1	0	4	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;unidentified;unidentified;unidentified	68	0	0	1	17	94	79	1	1036	1	218	506	54	1	0	0	12	88	104	8	6	8	151	58	58	0	0	1	69	194	348	0	91	87	92	192	69	0	0	0	96	124	807	1	1	0	241	0	37	1	7	0	72	0	24	568	56	123	1	14	115	0	0	1	174	6	21	16	31	449	1	97	8	0	0	0	34	0	15	3	34	413	0	0	33	1	0	0	95	33	0	3	9	78	0	21	0	44	0	10	0
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0
Fungi;Ascomycota;unidentified;?;?;?	81	0	0	5	40	1396	128	282	0	155	1	31	67	2	0	0	428	187	178	3	61	121	32	2	63	0	0	1	153	41	1439	13	11	1	107	31	112	27	0	1	6	102	83	2	1658	52	116	0	343	5	2	1	124	0	144	516	198	22	3	47	225	0	0	0	100	14	54	61	865	321	26	20	54	0	0	0	131	0	137	0	27	10	0	0	153	0	0	0	207	170	2	17	118	344	0	18	0	82	0	23	0
Fungi;Ascomycota;unidentified;unidentified;?;?	26	0	0	2	1	20	142	70	0	36	4	2	0	0	0	0	28	243	34	414	2	5	0	0	7	1	0	6	218	730	383	2	3	94	2	4	5	0	0	3	2	1432	560	32	64	5	0	0	75	7	2	1	195	0	432	151	0	1	11	0	44	0	0	0	84	12	300	18	0	152	0	0	48	0	0	0	20	0	6	0	2	1	0	0	272	0	0	0	822	309	1	1	0	0	0	7	0	55	0	15	0
Fungi;Ascomycota;unidentified;unidentified;unidentified;?	57	0	0	0	6	489	3	0	0	4	0	0	27	0	0	0	5	607	5	112	28	578	6	13	245	0	0	8	0	28	33	0	20	0	0	21	352	0	11	0	3	11	9	0	1	0	1	0	277	7	4	2	306	0	18	125	4	0	17	31	682	0	0	0	98	14	250	19	1	1	9	13	7	0	0	0	321	403	3	1	8	20	0	0	234	0	0	0	859	2	0	201	45	2	0	17	0	82	0	23	0
Fungi;Ascomycota;unidentified;unidentified;unidentified;unidentified	831	1	74	87	863	2798	16909	1442	18192	3215	19377	1607	576	4	0	14	1342	2032	3206	2347	5648	1774	5507	5580	1208	19	2	33	1634	1336	7174	2122	1991	1248	77864	10483	4902	52	15	2	8965	1346	4240	13449	3118	811	10743	13	1095	54	363	1551	37741	1	2465	12900	6454	4626	666	3959	7884	15	0	9	1091	16079	9306	3648	17870	14694	40	8759	994	1	3	1	1323	628	255	19672	5293	13642	7	0	714	424	1	0	5517	13381	90291	11382	815	6687	11	2763	0	6231	0	1464	0
Fungi;Basidiomycota;?;?;?;?	39888	0	14	53	11486	20237	34739	361	2329	73	8091	6945	7510	2	0	0	9175	22039	1665	675	2939	237	1175	50953	14942	45	3	96	10770	50070	3333	824	2044	36	250	18637	96170	110	286	202	2498	35575	1895	398	6324	126	8914	197	8669	643	600	64	758	22	14663	643	2594	1099	1447	4390	55868	0	0	3	11511	426	20048	3049	528	1856	352	361	30184	0	10	0	137981	11669	148	4704	292	2894	87	0	25526	167	0	1	10402	2715	216	178	713	561	15	2082	0	5879	0	1115	0
Fungi;Basidiomycota;Agaricomycetes;?;?;?	2368	0	4	6	42	1062	209	226	697	79	290	7	52	43	0	0	57	2570	101	20	2372	88	1097	2637	467	20	0	35	4597	5008	1053	508	921	43	70	1466	3948	12	109	29	46	31091	13105	384	523	42	12738	9	10069	7	37	63	374	0	78340	1917	2348	120	3158	74	2211	0	0	0	72	661	51471	1124	94	388	13	27	188	0	62	0	4780	4165	2751	13322	161	786	26	0	113	4	0	0	4116	333	31	102	151	798	2	307	0	1330	0	307	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;?;?	159	0	1	0	113	27	46	40	45	8	90	11	1536	1	0	0	7	95	49	26	56	25	172	72	70	0	0	0	320	134	592	19	46	1	15	115	15	0	0	1	15	328	42	65	2	31	38	0	11	0	3	6	470	0	79	12	1375	168	1	28	15	0	0	1	4718	6	7	22	139	108	1	15	47	0	0	0	3	11	6	35	61	153	2	0	13	0	0	0	99	22	24	24	82	326	0	12	0	143	0	25	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;?	7	0	1	0	1	5	0	225	1	11	22	61	2	0	0	0	0	19	11	3	129	46	236	129	1	0	0	0	2	38	47	7	32	25	34	60	11	0	0	0	0	33	2	62	1	1	120	0	1	0	5	8	13	0	16	8	172	98	6	0	21	0	0	1	7	1	122	1	0	121	0	15	11	0	0	0	16	0	4	141	7	353	34	0	2	0	0	0	26	1	0	31	34	170	0	5	0	15	0	6	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus	714	0	22	6	955	2164	4912	2492	1195	2701	1702	1262	224	30	0	4	2351	654	2989	3903	1691	1647	1436	564	10929	28	5	48	1296	1868	7041	2317	4726	670	307247	1275	3180	78	13	12	499	868	3621	1506	4669	2346	1894	8	3858	172	63	172	2076	0	4030	1403	2857	755	120	332	1003	72	0	2	414	693	2043	1193	721	664	45	3184	790	0	5	0	503	549	2519	709	803	4508	175348	0	6930	33	1	0	2699	902	487	7715	2092	897	14	773	0	3417	0	192	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Bovista	1	0	0	0	0	4	0	0	0	3	37	0	0	0	0	0	3	5	18	0	0	21	31	3	0	0	0	0	1	10	0	0	3	0	0	27	9	0	0	0	4	0	1	77	0	0	0	0	1	0	1	8	23	0	0	1	12	0	0	0	1	0	0	0	3	0	2	0	0	0	0	11	1	0	0	0	1	0	0	0	0	0	0	0	23	2	0	0	1	9	1	31	0	11	0	1	0	3	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Calvatia	39	0	0	0	20	48	243	196	27	35	144	22	7	1	0	0	99	46	24	27	381	46	225	118	21	0	0	1	15	35	133	18	48	159	11	465	16	0	1	0	61	60	7	114	1	69	222	0	52	1	28	11	90	0	51	57	549	364	4	18	32	0	0	0	11	24	90	5	3	202	0	65	19	0	0	0	40	3	48	2	111	692	4	0	72	3	0	0	118	12	1	110	157	408	0	20	0	39	0	12	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Chlorophyllum	0	0	0	0	0	0	16	0	0	3	0	8	0	0	0	0	1	0	2	0	47	0	0	14	1	0	0	0	0	3	4	1	8	0	0	33	0	0	0	0	0	2	0	0	0	11	4	0	0	0	3	0	5	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	31	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Coprinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Leucocoprinus	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Lycoperdon	2	0	0	0	2	1	0	113	2	6	0	0	1	0	0	0	26	0	2	0	0	19	6	14	2	0	0	0	3	4	5	0	0	0	0	20	0	0	0	0	5	3	0	0	0	1	21	0	0	0	1	0	15	0	7	17	27	16	0	0	0	0	0	0	0	0	3	2	0	44	0	0	3	0	0	0	0	0	1	81	0	5	2	0	0	0	0	0	4	15	0	31	18	57	0	2	0	8	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Micropsalliota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	19	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;unidentified	22	0	1	0	8	41	108	1	3	18	2	60	3	0	0	0	19	19	9	8	164	60	138	51	10	2	0	1	10	21	44	1	27	34	0	295	14	0	0	0	11	20	18	21	1	10	59	0	3	0	9	2	28	1	38	25	275	124	0	1	6	0	0	0	7	11	1	0	94	330	0	30	2	0	0	0	5	0	6	1	6	294	0	0	21	0	0	0	43	26	0	73	73	213	0	5	0	16	0	3	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	25	0	0	0	6	48	136	9	140	14	15	12	4	0	0	0	37	23	5	2155	26	7	5	14	5	0	0	0	22	44	587	516	107	34	7	36	2242	0	0	0	158	18	9	569	9	2	13	1	2116	273	2	67	14	0	14298	11866	20	8	3	12	21	0	1	0	33	2	37	13	7	4	0	10	92881	0	13	0	23	51	11	8	4	6	13	0	10430	0	0	0	7	46787	12	3	45	9	4	862	0	981	0	202	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;?	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;?	2	0	0	0	0	3613	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1398	0	0	0	0	0	0	0	3	6	989	0	0	0	0	39	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	61	0	12	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	4	0	0	0	1	0	6	1	8	4	0	20	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus	71	0	0	0	284	10	1	1	0	1	0	0	22	0	0	0	6	0	174	0	0	1	1	0	0	0	0	0	46	262	1825	0	1	0	2	0	3	0	0	0	3	17	261	0	1	0	0	0	0	0	0	0	244	0	44	6	8	6	1	0	2	0	0	0	4	0	22	11	0	11	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	1	0	19	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Fistulinaceae;Porodisculus	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	3	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Incertae sedis;Panaeolus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;?	14	0	0	1	8	3	1878	15149	30	9	3	0	5	73	0	0	28	42	132	11	41	8	0	28	22	17	0	1	424	935	363	3	1686	0	24	2	93	0	16	5	690	5404	33	6	11	0	26	0	27	2	20	4	3	0	210	7	3	1	3	2	15	0	0	0	14	17	83	103	12	1	0	0	335	0	0	0	22	801	5114	5	11	2	1	0	79	0	0	0	17	2634	2	6	6	7	0	11	0	337	0	85	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe	2074	0	52	1	985	26126	849	11673	15209	26575	222	178	11447	36	0	1	66401	136065	20185	111170	31687	78551	549	2234	19658	612	11	183	11462	299	50366	71806	72682	719	225	1671	156815	1062	81	5	400	62556	529	61376	51665	111	1318	14	37083	3224	80	7168	20387	9	34421	13666	1214	805	286	1470	61918	0	3	0	256	4775	4814	5348	67	3465	545	228	15464	1	26	0	6144	3186	1517	201	539	502	81	0	135607	6	0	0	26046	2974	101	240	7953	30855	40	3230	0	9613	0	1993	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Termitomyces	1	0	0	0	0	1	0	19	1681	0	0	9	0	0	0	0	1	0	5	0	0	20	17	37	1	0	0	0	0	0	38	1	12	0	15	19	2	0	0	0	6	0	19	50	0	0	1	0	3	0	0	7	7	0	6	4	37	35	0	16	35	0	0	0	16	0	2	19	0	0	0	81	4	0	0	0	11	0	0	0	14	0	0	0	0	0	0	0	12	0	1	0	4	18	0	0	0	13	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;?	34	0	0	0	268	6	0	1	1	0	0	0	10	0	0	0	12	71	0	4	0	1	0	0	3	0	0	0	3	115	4	484	1	0	2	0	3	0	0	0	5	32	0	3	3	0	3	0	0	0	0	2	1	0	2	0	0	0	0	0	5	0	0	0	18089	3	3	40	0	0	0	11	1	0	0	0	0	12	2	0	0	0	1	0	0	0	0	0	3	0	0	0	4	0	0	0	0	152	0	16	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Gymnopus	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius	106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	70	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Tetrapyrgos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Nematoctonus	5	0	0	0	3	3	6	3	2	2	7	0	2	179	0	0	8	2	2	2	1	3	0	0	7	0	0	3	2	1	5	0	3	0	3	0	1	0	0	0	1	3	2	0	7	0	0	0	3	0	0	0	3	0	5	4	2	0	0	0	8	0	0	0	4	3	5	115	0	0	0	0	4	0	0	0	4	3	13580	0	6	0	0	0	4	0	0	0	8	0	3	1	2	0	0	0	0	138	0	26	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	3	0	1	0	0	0
